n_estimators,min_samples_split,training_time,precision,increase_ratio,decrease_ratio
10000,5000,7.313816070556641,0.5273927392739274,1.0,0.0
1500,500,14.900130987167358,0.5356589147286822,0.8514851485148515,0.1485148514851485
